agencyId,agencyName,uoaId,uoaName,rcId,rcName,bcId,bcName,ocId,ocName,oId,oName,amount
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,----,None,0277,Senior Advisor to the Mayor,30,PROPTY&EQUIP,337,BOOKS-OTHER,35000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,----,None,0277,Senior Advisor to the Mayor,40,OTHR SER&CHR,453,OVERNIGHT TRVL EXP-GENERAL,5000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,----,None,0277,Senior Advisor to the Mayor,60,CNTRCTL SVCS,600,CONTRACTUAL SERVICES GENERAL,5000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,----,None,0277,Senior Advisor to the Mayor,60,CNTRCTL SVCS,608,MAINT & REP GENERAL,4000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,----,None,0277,Senior Advisor to the Mayor,60,CNTRCTL SVCS,612,OFFICE EQUIPMENT MAINTENANCE,6000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0006,COUNSEL TO THE MAYOR,0229,Counsel to the Mayor,10,SUPPLYS&MATL,100,SUPPLIES + MATERIALS - GENERAL,5000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0006,COUNSEL TO THE MAYOR,0230,Mayor's Judiciary Committee,10,SUPPLYS&MATL,100,SUPPLIES + MATERIALS - GENERAL,1000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0006,COUNSEL TO THE MAYOR,0246,Comm to Combat Domestic Violence - City,10,SUPPLYS&MATL,100,SUPPLIES + MATERIALS - GENERAL,3000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0006,COUNSEL TO THE MAYOR,0250,Office of Immigrant Affairs,10,SUPPLYS&MATL,100,SUPPLIES + MATERIALS - GENERAL,3000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0008,D/M FOR HUMAN SVC,0217,D/M FOR HEALTH & HUMAN SERVICES,10,SUPPLYS&MATL,100,SUPPLIES + MATERIALS - GENERAL,10000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0011,D/M FOR FINANCE AND ECO. DEV.,0226,D/M for Housing & Economic Development,10,SUPPLYS&MATL,100,SUPPLIES + MATERIALS - GENERAL,4135
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0011,D/M FOR FINANCE AND ECO. DEV.,0226,D/M for Housing & Economic Development,40,OTHR SER&CHR,453,OVERNIGHT TRVL EXP-GENERAL,5865
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0040,D/M FOR GOVERNMENT RELATIONS,0220,Intergovernmental Affairs,10,SUPPLYS&MATL,100,SUPPLIES + MATERIALS - GENERAL,11719
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0040,D/M FOR GOVERNMENT RELATIONS,0220,Intergovernmental Affairs,10,SUPPLYS&MATL,117,POSTAGE,3000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0040,D/M FOR GOVERNMENT RELATIONS,0220,Intergovernmental Affairs,30,PROPTY&EQUIP,337,BOOKS-OTHER,10000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0040,D/M FOR GOVERNMENT RELATIONS,0220,Intergovernmental Affairs,40,OTHR SER&CHR,402,TELEPHONE & OTHER COMMUNICATNS,17439
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0040,D/M FOR GOVERNMENT RELATIONS,0220,Intergovernmental Affairs,40,OTHR SER&CHR,403,OFFICE SERVICES,202000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0040,D/M FOR GOVERNMENT RELATIONS,0220,Intergovernmental Affairs,40,OTHR SER&CHR,412,RENTALS OF MISC.EQUIP,3071
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0040,D/M FOR GOVERNMENT RELATIONS,0220,Intergovernmental Affairs,40,OTHR SER&CHR,414,RENTALS - LAND BLDGS & STRUCTS,246297
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0040,D/M FOR GOVERNMENT RELATIONS,0220,Intergovernmental Affairs,40,OTHR SER&CHR,417,ADVERTISING,32000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0040,D/M FOR GOVERNMENT RELATIONS,0220,Intergovernmental Affairs,40,OTHR SER&CHR,451,NON OVERNIGHT TRVL EXP-GENERAL,4400
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0040,D/M FOR GOVERNMENT RELATIONS,0220,Intergovernmental Affairs,40,OTHR SER&CHR,453,OVERNIGHT TRVL EXP-GENERAL,28700
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0040,D/M FOR GOVERNMENT RELATIONS,0220,Intergovernmental Affairs,40,OTHR SER&CHR,454,OVERNIGHT TRVL EXP-SPECIAL,5000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0040,D/M FOR GOVERNMENT RELATIONS,0220,Intergovernmental Affairs,60,CNTRCTL SVCS,615,PRINTING CONTRACTS,540
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0211,CHIEF OF STAFF,10,SUPPLYS&MATL,100,SUPPLIES + MATERIALS - GENERAL,763655
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0211,CHIEF OF STAFF,10,SUPPLYS&MATL,101,PRINTING SUPPLIES,5000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0211,CHIEF OF STAFF,10,SUPPLYS&MATL,110,FOOD & FORAGE SUPPLIES,5000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0211,CHIEF OF STAFF,10,SUPPLYS&MATL,117,POSTAGE,5000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0211,CHIEF OF STAFF,10,SUPPLYS&MATL,199,DATA PROCESSING SUPPLIES,11500
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0211,CHIEF OF STAFF,30,PROPTY&EQUIP,315,OFFICE EQUIPMENT,3500
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0211,CHIEF OF STAFF,30,PROPTY&EQUIP,332,PURCH DATA PROCESSING EQUIPT,10000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0211,CHIEF OF STAFF,30,PROPTY&EQUIP,337,BOOKS-OTHER,75000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0211,CHIEF OF STAFF,40,OTHR SER&CHR,412,RENTALS OF MISC.EQUIP,250000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0211,CHIEF OF STAFF,40,OTHR SER&CHR,451,NON OVERNIGHT TRVL EXP-GENERAL,5000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0211,CHIEF OF STAFF,40,OTHR SER&CHR,453,OVERNIGHT TRVL EXP-GENERAL,50000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0211,CHIEF OF STAFF,40,OTHR SER&CHR,454,OVERNIGHT TRVL EXP-SPECIAL,2000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0211,CHIEF OF STAFF,60,CNTRCTL SVCS,612,OFFICE EQUIPMENT MAINTENANCE,10000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0211,CHIEF OF STAFF,60,CNTRCTL SVCS,622,TEMPORARY SERVICES,9750
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0214,First Deputy Mayor,10,SUPPLYS&MATL,100,SUPPLIES + MATERIALS - GENERAL,10000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0218,SPECIAL EVENTS,10,SUPPLYS&MATL,100,SUPPLIES + MATERIALS - GENERAL,10000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0218,SPECIAL EVENTS,10,SUPPLYS&MATL,110,FOOD & FORAGE SUPPLIES,100000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0218,SPECIAL EVENTS,40,OTHR SER&CHR,412,RENTALS OF MISC.EQUIP,50000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0218,SPECIAL EVENTS,60,CNTRCTL SVCS,622,TEMPORARY SERVICES,90000
002,MAYORALTY,021,OFFICE OF THE MAYOR-OTPS,0053,FIRST DEPUTY MAYOR,0274,Citywide Events Coordination & Mgmt.,10,SUPPLYS&MATL,100,UPPLIES + MATERIALS - GENERAL,7000
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,----,None,A003,CDBG-DR OMB Staff,01,F/T SALARIED,001,FULL YEAR POSITIONS,1547852
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0001,OMB DIRECTOR & AGENCY SERVICES,0401,Director & Administrative Services,01,F/T SALARIED,001,FULL YEAR POSITIONS,2962901
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0001,OMB DIRECTOR & AGENCY SERVICES,0401,Director & Administrative Services,03,UNSALARIED  ,031,UNSALARIED,50871
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0001,OMB DIRECTOR & AGENCY SERVICES,0401,Director & Administrative Services,04,ADD GRS PAY ,042,LONGEVITY DIFFERENTIAL,23084
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0001,OMB DIRECTOR & AGENCY SERVICES,0401,Director & Administrative Services,04,ADD GRS PAY ,046,TERMINAL LEAVE,498708
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0001,OMB DIRECTOR & AGENCY SERVICES,0401,Director & Administrative Services,04,ADD GRS PAY ,047,OVERTIME,430461
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0001,OMB DIRECTOR & AGENCY SERVICES,0401,Director & Administrative Services,04,ADD GRS PAY ,061,SUPPER MONEY,9000
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0001,OMB DIRECTOR & AGENCY SERVICES,0403,Personnel Mgt. Admin. & Info. Systems,01,F/T SALARIED,001,FULL YEAR POSITIONS,2987655
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0001,OMB DIRECTOR & AGENCY SERVICES,0408,WATER AUTHORITY,01,F/T SALARIED,001,FULL YEAR POSITIONS,1557593
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0001,OMB DIRECTOR & AGENCY SERVICES,0408,WATER AUTHORITY,03,UNSALARIED  ,031,UNSALARIED,2500
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0002,DEP DIR: EXPENSE & CAPITAL TASKFORCES-R,0411,Education Intergov Rel,01,F/T SALARIED,001,FULL YEAR POSITIONS,1852456
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0002,DEP DIR: EXPENSE & CAPITAL TASKFORCES-R,0411,Education Intergov Rel,05,AMT TO SCHED,051,SALARY ADJUSTMENTS,416
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0002,DEP DIR: EXPENSE & CAPITAL TASKFORCES-R,0413,Tax Policy Housing Econ Dev,01,F/T SALARIED,001,FULL YEAR POSITIONS,913552
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0002,DEP DIR: EXPENSE & CAPITAL TASKFORCES-R,0416,Tax Policy,01,F/T SALARIED,001,FULL YEAR POSITIONS,1746731
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0003,DEP DIR: EXPENSE & CAPITAL TASKFORCES-L,0420,Infrast. Culturals CPSD,01,F/T SALARIED,001,FULL YEAR POSITIONS,1358865
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0003,DEP DIR: EXPENSE & CAPITAL TASKFORCES-L,0421,JusFDDOSDEPDOTDDCDPRLib&CAdm Ag,01,F/T SALARIED,001,FULL YEAR POSITIONS,2198474
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0003,DEP DIR: EXPENSE & CAPITAL TASKFORCES-L,0421,JusFDDOSDEPDOTDDCDPRLib&CAdm Ag,04,ADD GRS PAY ,041,ASSIGNMENT DIFFERENTIAL,3606
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0003,DEP DIR: EXPENSE & CAPITAL TASKFORCES-L,0421,JusFDDOSDEPDOTDDCDPRLib&CAdm Ag,05,AMT TO SCHED,051,SALARY ADJUSTMENTS,1084
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0423,CDBG Administration PS,01,F/T SALARIED,001,FULL YEAR POSITIONS,886099
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0423,CDBG Administration PS,03,UNSALARIED  ,031,UNSALARIED,91061
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0423,CDBG Administration PS,04,ADD GRS PAY ,046,TERMINAL LEAVE,90000
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0423,CDBG Administration PS,04,ADD GRS PAY ,047,OVERTIME,15000
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0423,CDBG Administration PS,04,ADD GRS PAY ,061,SUPPER MONEY,2000
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0423,CDBG Administration PS,05,AMT TO SCHED,051,SALARY ADJUSTMENTS,10284
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0431,Exp Budget Planning & Control Comm Bd,01,F/T SALARIED,001,FULL YEAR POSITIONS,2422334
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0432,Labor Pension Rev Analysis & Control,01,F/T SALARIED,001,FULL YEAR POSITIONS,2055036
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0433,Cap PlanMisc RevITOR,01,F/T SALARIED,001,FULL YEAR POSITIONS,1090433
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0433,Cap PlanMisc RevITOR,05,AMT TO SCHED,051,SALARY ADJUSTMENTS,3994
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0451,Federal Funds,01,F/T SALARIED,001,ULL YEAR POSITIONS,409426
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0455,FEMA Direct Admin Costs,01,F/T SALARIED,001,FULL YEAR POSITIONS,694314
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0462,IFA Value Eng AM,01,F/T SALARIED,001,FULL YEAR POSITIONS,5792420
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0462,IFA Value Eng AM,03,UNSALARIED  ,031,UNSALARIED,83921
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0462,IFA Value Eng AM,04,ADD GRS PAY ,042,LONGEVITY DIFFERENTIAL,6000
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0462,IFA Value Eng AM,04,ADD GRS PAY ,046,TERMINAL LEAVE,30000
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0462,IFA Value Eng AM,04,ADD GRS PAY ,047,OVERTIME,75560
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0462,IFA Value Eng AM,04,ADD GRS PAY ,061,SUPPER MONEY,1000
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0004,1ST DEP DIR: OFFICE OF BUDGET REVIEW,0462,IFA Value Eng AM,05,AMT TO SCHED,051,SALARY ADJUSTMENTS,4815
002,MAYORALTY,040,OFFICE OF MGMT AND BUDGET-PS,0005,DEP DIR: EXPENSE & CAPITAL TAKSFORCES-A,0441,Health & Social Services,01,F/T SALARIED,001,FULL YEAR POSITIONS,2164148
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,----,None,A500,CDBG-DR Translation Services,60,CNTRCTL SVCS,686,PROF SERV OTHER,380577
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,----,None,A601,CDBG-DR Document Management System,60,CNTRCTL SVCS,684,PROF SERV COMPUTER SERVICES,3988885
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,----,None,A602,CDBGDR OMB Admin OTPS,10,SUPPLYS&MATL,100,SUPPLIES + MATERIALS - GENERAL,115
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,----,None,A602,CDBGDR OMB Admin OTPS,40,OTHR SER&CHR,453,OVERNIGHT TRVL EXP-GENERAL,626
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,----,None,A602,CDBGDR OMB Admin OTPS,40,OTHR SER&CHR,499,OTHER EXPENSES - GENERAL,4401000
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,----,None,A602,CDBGDR OMB Admin OTPS,60,CNTRCTL SVCS,600,CONTRACTUAL SERVICES GENERAL,3800000
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,0001,OMB DIRECTOR & AGENCY SERVICES,0403,Personnel Mgt. Admin. & Info. Systems,40,OTHR SER&CHR,499,OTHER EXPENSES - GENERAL,449000
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,0001,OMB DIRECTOR & AGENCY SERVICES,0406,OTPS-OMB,10,SUPPLYS&MATL,100,SUPPLIES + MATERIALS - GENERAL,5000
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,0001,OMB DIRECTOR & AGENCY SERVICES,0406,OTPS-OMB,10,SUPPLYS&MATL,101,PRINTING SUPPLIES,25000
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,0001,OMB DIRECTOR & AGENCY SERVICES,0406,OTPS-OMB,10,SUPPLYS&MATL,106,MOTOR VEHICLE FUEL,5000
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,0001,OMB DIRECTOR & AGENCY SERVICES,0406,OTPS-OMB,10,SUPPLYS&MATL,117,POSTAGE,4500
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,0001,OMB DIRECTOR & AGENCY SERVICES,0406,OTPS-OMB,10,SUPPLYS&MATL,169,MAINTENANCE SUPPLIES,1000
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,0001,OMB DIRECTOR & AGENCY SERVICES,0406,OTPS-OMB,10,SUPPLYS&MATL,199,DATA PROCESSING SUPPLIES,7500
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,0001,OMB DIRECTOR & AGENCY SERVICES,0406,OTPS-OMB,30,PROPTY&EQUIP,302,TELECOMMUNICATIONS EQUIPMENT,500
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,0001,OMB DIRECTOR & AGENCY SERVICES,0406,OTPS-OMB,30,PROPTY&EQUIP,314,OFFICE FURITURE,1000
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,0001,OMB DIRECTOR & AGENCY SERVICES,0406,OTPS-OMB,30,PROPTY&EQUIP,315,OFFICE EQUIPMENT,500
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,0001,OMB DIRECTOR & AGENCY SERVICES,0406,OTPS-OMB,30,PROPTY&EQUIP,319,SECURITY EQUIPMENT,10000
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,0001,OMB DIRECTOR & AGENCY SERVICES,0406,OTPS-OMB,30,PROPTY&EQUIP,332,PURCH DATA PROCESSING EQUIPT,5400
002,MAYORALTY,041,OFFICE OF MGMT AND BUDGET-OTPS,0001,OMB DIRECTOR & AGENCY SERVICES,0406,OTPS-OMB,30,PROPTY&EQUIP,337,BOOKS-OTHER,176500
